;119
did;5
die;3
died;4
diego;15
diera;2
dieron;1
diesen;1
diestra;4
difference;1
differences;2
different;5
differentiate;1
differs;2
difficult;3
difficulties;3
difficulty;2
dificultad;1
difunto;2
difunto#;1
diga;3
digais;1
digit;1
digits;1
digna;1
dignate;1
digno;4
digo;5
dije;5
dijeron;1
dijo;9
dilacion;1
dile;1
diligence;1
diligencia;4
diligencia#;1
dilo;1
dim;1
dime;2
dimelo;3
diminish;1
diminished;1
dint;1
dio;7
dios;32
dios#;3
dios--idulce;1
dios--ipadre;1
dios--mas;1
diphthong;1
dira;2
dire;2
direct;6
directed;1
direction;2
directly;3
director;1
directories;1
directory;1
directs;1
direis;2
diremos;1
dirige;1
dirigese;1
dirigido;2
dirigiendo;1
dirigirse;1
dirigiste;1
disagreeable;1
disappear;3
disappeared;1
disappoint;1
disappointed;2
disappointing;1
disappointment;1
disastrous;3
discharge;1
disclaim;1
disclaimer;3
disclaimers;1
disconsolately;1
discontinue;1
discover;3
discovered;2
discovery;1
discrecion;1
discretion;1
disculpar;1
discussion;1
disdain;3
disdainful;1
disease;1
disfraz;1
disfrazada;1
disguise;1
disguised;1
dishonored;1
disinterred;1
disk;1
dislike;1
disloyal;3
disminuido;1
disordered;1
display;1
displayed;1
displaying;4
displeasure;1
dispon;1
dispondra;2
disponed;1
disponer;1
dispose;1
disposition;3
disproportionately;1
disregard;2
disregarded;3
disrespect;2
dissemble;1
dissolve;1
dissuade;1
distance;1
distant;1
distante;3
distasteful;1
distinct;1
distinguished;1
distintas;1
distinto;1
distress;1
distribute;7
distributed;6
distributing;7
distribution;6
distributor;1
distribuye;2
district;2
disuadirme;1
diversity;1
divide;1
divided;1
divina;1
divine;1
divinos;1
diviso;1
do;33
doblez;1
docil;1
docile;1
doctor;1
doctrinas;1
document;3
documentary;1
documents;1
does;4
doleful;1
dolencia;2
doliente;2
dolo;1
dolor;13
dolorida;1
doloroso;2
domain;8
dominate;2
dominated;1
domingo;5
don;70
dona;5
donate;3
donation;1
donations;15
doncella;4
doncellas;1
donde;25
done;2
dones;3
donjon;1
donors;1
door;3
dormitorio;1
dos;22
doubt;2
doubtful;1
doubtless;1
down;9
download;2
downloading;1
doy;2
dr;3
drag;3
drama;10
dramas;2
dramatic;23
dramatist;5
dramatists;6
dramatization;1
draw;2
drawing;2
drawing-room;1
drawn;2
dread;1
dreaded;1
dream;4
dress;6
dressed;2
dressing;1
drive;1
drop;1
drowsiness;1
dry;1
duda;4
dudalo;1
dudar;1
dudarais;2
due;7
duel;3
duelo;5
dueno;7
dulce;1
dulcemente;1
dulcemente#;1
dulcisimo;2
dulzura;1
dumb;1
dungeon;3
duplicity;1
duque;4
dura;1
during;5
duro;3
dust;4
duties;3
duty;4
dwell;2
dwelling;1
dwells;1
dying;1
e;4
e-a;1
e-mail;1
e-o;3
ea;1
eagerly;3
ear;1
earlier;3
earliest;1
early;3
earnest;1
ears;1
earth;3
easily;4
eastern;1
easy;2
ebooks;14
ec;1
echais;1
echando;1
echar;1
echarle;2
echarme;2
eclipsed;1
eco;2
edge;2
edition;17
editions;11
editor;3
editorial;1
education;2
educational;1
efface;1
effect;1
effective;7
effectively;3
effectiveness;3
efficient;1
effort;6
efforts;7
eficaz;1
egoismo;1
eight;4
eight-syllabled;1
eighteenth;5
ein;1
either;7
ejemplo;1
eked;1
el;320
el#;1
elect;1
electronic;27
electronically;2
elegant;1
elegid;1
element;3
elementary;1
elements;1
elevacion;1
elevado;1
elevation;1
eleven-syllabled;2
eliminated;2
elimination;1
ella;46
ella#;1
ello;4
ellos;4
ellos2;1
else;2
elsewhere;1
email;3
emancipated;1
embarga;1
embargo;2
embarrassment;1
embodiment;2
embrace;3
embroidery;1
eminent;1
emotion;1
emotional;2
emotions;4
empana;1
emparedarme;1
empenada;1
empeno;6
emperors;1
empezaba;1
empezaste;1
empieza;1
empleais;1
emplear;1
employ;1
employee;1
employees;2
emponzone;1
emptiness;1
empuje;1
empuna;1
emulator;1
en;301
en#;9
enabled;1
enamorado;2
enamored;1
enardecer;1
encamina;1
encantada;1
encarga;2
encargado;1
encargo;2
encargue;1
encarnacion;2
encarnizo;1
encierra;1
encierro;5
encierro#;1
enclose;1
enclosure;2
encoding;1
encogido;1
encone;1
encono;1
encontrado;2
encontrarmelas;1
encontre;1
encourage;2
encouraged;1
encouragement;1
encuentro;1
encuentro#;1
end;22
endeavor;3
ended;2
ending;3
endure;4
enduring;2
enemiga;1
enemigas;1
enemigo;5
enemistad;1
enemy;2
enero;1
enfermedad;2
enfermo;2
enfermos;1
engagement;1
engana;1
enganarme#;1
enganaron;1
enganas;2
enganas#;1
engano;2
enganos;1
engender;1
engendra;2
england;1
english;8
engrave;1
enjoy;1
enjuga;1
enlace;2
enlist;1
enmity;2
enmudezco;1
ennobled;1
enojado;1
enojos;1
enough;9
enreda;1
enrichment;2
enrique;1
enriquecia;1
ensangrentad;1
ensangrentado;2
ensayo;1
ensenado;1
ensuring;1
entender;2
enter;4
entera;1
enterarse;1
enterarse#;1
entereza;1
entero;1
enterrar;1
enterraron;1
entertain;1
entertainment;1
enthroned;1
enthusiastic;2
enthusiastically;1
enthusiasts;1
entiendes;1
entiendo;1
entierro;1
entire;1
entirely;3
entity;3
entonces;4
entra;2
entra#;1
entraba;1
entrad;1
entrado;1
entrails;1
entrambas;2
entrambos;2
entramos;1
entranas;3
entrance;2
entrando;1
entrar;2
entrar#;1
entre;9
entreaties;1
entreaty;1
entrega;3
entregar;2
entregaran;1
entro;2
enveloped;1
envenenada;2
enviado;1
enviala;1
envidia;1
envio;2
envuelto;1
epic;2
episodes;1
epopeya;1
equal;1
equaled;1
equality;1
equally;1
equipment;3
equivalent;1
equivalents;1
era;14
eran;2
eras;1
erase;1
eres;5
ermine;1
ermine-like;1
ermita;2
errors;1
es;142
es#;3
esa;13
esas;5
escandalo;1
escano;1
escapa;1
escapar;1
escape;2
escaped;2
escarmentara;1
escarnece;1
escasa;3
escena;42
esclava;1
esclavo;5
escolta;1
escondida;1
escort;1
escribe;1
escribio;1
escribir;1
escrito;5
escrito#;1
escritor;1
escritores;3
escrupulosidad;1
escucha;1
escuchad;2
escuchadme;1
escuchar;3
escuche;1
escucho;3
ese;27
esfuerzo;2
eso;5
esos;3
esotra;3
espada;6
espadas;2
espana;2
espanol;1
espanola;1
espanto;2
espantosa;2
especial;1
especially;5
espectador;2
espectro;1
espejo;3
espera;3
esperan;1
esperando;2
esperanza;3
esperaremos;1
espere;3
espero;3
espinas;1
espiritu;6
espiro;1
esposa;11
esposa#;1
esposo;14
esposos;1
espronceda;2
esquivo;1
esquivo#;1
essays;1
essential;7
esta;43
esta#;2
estaba;5
estabais;1
estad;1
estado;1
estais;2
estalla;1
estallado;1
estan;4
estando;1
estar;5
estaran;1
estarse;2
estas;6
este;24
esteem;1
estes;1
estilo;1
esto;19
estorbe;1
estos;3
estoy;2
estrado;2
estrecha;1
estrechen;1
estrecho;1
estremezco;1
estrenado;1
estudio;1
estuviera;1
et;3
etc;13
eternal;2
eternidad;1
eterno;1
etext;5
eugenio;9
europe;5
even;20
evening;1
event;2
events;1
ever;6
everything;1
everywhere;1
evidence;2
evident;3
evil;5
evitado;1
evitara;1
exaggerated;2
exaggeration;3
exaggerations;2
exalted;1
example;13
examples;2
exceed;2
excellence;1
excellent;5
except;6
exceptional;1
excessive;3
excessively;1
exchange;3
excited;1
excitement;1
exclaim;1
exclamando;1
exclame;1
excluded;1
exclusion;1
excusadme;1
excusar;1
excuse;3
execrate;1
executioner;1
executive;1
exemplified;2
exempt;2
exeunt;1
exhalando;1
exhalare;1
exhumed;2
exile;2
exiled;1
exiles;3
exist;1
existed;1
existimos;1
exists;1
exit;1
expect;4
expected;2
expedition;1
expend;1
expenditure;1
expense;1
expenses;2
experiences;1
expiation;1
expiration;4
expire;4
expired;1
expiro;1
explain;2
explanation;6
explicacion;1
explican;1
explicarme;1
explico;1
exporting;1
expresado;1
expresion;1
express;4
expressed;5
expresses;1
expression;9
expressions;1
exquisita;1
extend;1
extensive;1
extent;7
extracts;1
extranas;1
extraneous;1
extranjero;1
extrano;1
extremas;1
extreme;4
extremes;2
extremo;1
eye;1
eyelid;1
eyes;5
f;40
f3;1
fabrico;2
fabrico#;1
facciones;1
face;6
facil;3
facility;1
facilmente;1
facinerosos;1
fact;5
faculty;2
fail;3
failed;1
failure;1
faint;1
fairbanks;1
faith;3
faithful;3
faithfully;1
faithless;5
falaz;1
falda;1
fall;7
fallece;1
fallen;1
falsa;1
false;3
falsia;1
falsity;1
falso;1
falta;2
faltan;2
faltar;1
fama;2
fame;3
familia;1
familia#;1
familiar;1
familiarity;1
familias;1
family;6
famoso;1
famous;10
fancy;1
fantasma;1
fantastic;4
far;7
farewell;2
fascination;1
fast;1
fatal;8
fate;7
father;7
fathers;3
fatiga;1
fatigues;1
faults;1
favor;10
favorable;5
favorezca;1
faz;3
fe;4
fea;1
fear;6
feared;1
feature;1
feb;2
february;1
federal;2
fee;8
feed;1
feel;4
feeling;2
feelings;3
fees;4
feet;2
feign;1
felicity;1
felipe;1
feliz;6
fell;2
fellow;6
felt;1
fem;1
fenecida;1
fenecido;1
ferdinand;2
feretro;1
fernandez-guerra;1
fernando;1
ferocious;1
feroz;2
fervent;1
fervid;1
fervido;1
ferviente;1
festin;1
fetch;2
fetid;1
few;9
fickle;1
fiel;14
fiel#;1
fiera;2
fierce;1
fifteen;2
fifth;1
fifty;1
figaro;3
fight;5
figurais;1
figuraros;2
figurarse;1
figure;2
figures;1
fijos;1
file;5
filed;2
filename;5
filenames;1
files;2
filial;2
fill;1
filled;2
fin;22
final;4
finally;3
financial;1
find;19
fine;9
fineness;1
finges;1
fingire;1
finish;7
finished;2
finjamos;1
fino;1
finos;1
fire;4
firma;1
firmament;1
firme;2
firmeza;2
firmness;2
first;37
fitness;1
fitting;2
five;9
fix;2
fixed;2
fixedly;1
fixing;1
flash;1
flask;1
flattening;1
flatter;1
flee;1
fleet;1
fleeting;1
fleshed;1
flight;1
fling;1
flood;1
floods;1
floor;2
flor;1
florentine;1
florida;1
flow;1
flower;1
flowery;1
flowing;3
fly;3
fogoso;1
fold;1
follow;2
followed;5
follower;1
following;11
folly;1
fondness;2
fondo;6
food;1
fool;2
foolish;4
foot;4
footnote;5
footprint;1
footstep;1
for;154
forastero;1
forbid;2
force;4
forced;2
forceful;1
forceja;1
fords;1
foreboding;1
forefather;1
foregoing;1
forehead;2
foreign;1
foreigner;1
foresight;1
forest;1
forever;2
forget;1
forgotten;1
form;24
formadas;1
formado;1
formal;1
formalism;2
formar;1
format;4
formats;3
forms;2
formulated;1
fortaleza;2
forth;12
fortified;1
fortitude;2
fortress;1
fortuna;5
fortunate;2
fortunately;3
fortune;6
forty-six;2
forzosa;1
forzoso;2
fought;1
foul;2
found;23
foundation;22
foundations;3
founded;3
founder;1
four;8
fourteenth;1
fourth;1
franca;2
france;6
frances;2
francia;1
frank;1
frankly;1
frankness;1
franqueza;2
frantic;1
fraud;1
frecuencia;1
free;14
freed;1
freedom;3
freely;6
french;6
frenchman;1
frenesi;2
frenetico;1
frente;2
frente#;1
frenzy;2
frequent;2
frequently;2
fresca;1
fresh;1
freshness;1
friend;1
friendly;1
friends;1
friendship;1
fright;1
frighten;2
frightened;1
frightful;1
frio;2
from;84
front;2
fruitless;1
frustrate;3
fue;22
fuego;3
fuego#;1
fuera;14
fuerais;1
fueran;2
fuero;1
fueron;3
fuerte;4
fuertes;2
fuerza;8
fuese;1
fuga;1
fugaz;1
fugitiva;1
fugitive;1
fui;1
fuimos;1
fulano;1
fulfil;2
fulfilled;1
fulfilment;1
fulgidos;1
full;15
fuller;1
fully;2
fun;1
fundada;1
fundamental;1
fundo;2
fundo#;1
funesta;1
funesto;2
funesto#;1
furia;5
furiosa;2
furious;4
furnish;1
furniture;1
furor;5
further;1
fury;4
future;6
futuros;1
gabinete;1
gain;8
gained;9
gaining;1
gala;2
galan;1
galana;1
galas;3
gall;1
gallant;2
gallardo;1
game;4
gana;1
gane;1
gang;1
gano;1
garces;4
garcia;2
garden;1
garganta;1
gargantilla;1
garment;2
garrulity;1
gascon;4
gathered;1
gave;4
gavilla;1
gaze;1
gbnewby@pglaforg;1
gemir;1
general;7
generally;6
generate;1
generation;1
generations;2
generosity;1
generoso;1
generous;1
genio;1
genius;2
genres;3
gente;7
gentle;2
gentleman;3
genuine;1
genuineness;1
ger;1
german;2
gesture;1
get;13
getting;2
ghost;1
gift;1
gime;1
girl;3
girolamo;2
give;40
given;20
giving;3
glad;2
gladly;2
glance;1
gloomy;1
gloria;1
glory;1
go;22
goals;1
god;7
gods;2
going;3
gold;1
golden;2
golpe;2
good;16
good-bye;2
goodman;2
goodness;1
gossip;1
gothic;1
gotica;1
govern;1
goza;2
gozado;1
gozando;1
gozar;1
gozo;4
gozos;1
grabada;1
graciosa;1
gradually;1
grande;4
grandiose;1
grant;4
granted;5
grasp;2
grasped;2
grata;2
grata#;1
grateful;2
gratefully;2
grating;1
grave;4
gravemente;1
gravisimo;1
great;8
greater;6
greatest;3
greatly;1
greece;1
gregory;1
grew;1
grief;10
grieve;3
grievous;2
grito;2
groan;1
gross;1
grotesque;2
ground;5
group;1
grove;1
grow;4
growing;2
growth;1
grudge;1
gt;1
guadalaviar;6
guard;6
guarda;3
guardada;1
guardan;1
guardando;1
guardate;1
guarde;2
guardia;1
guardo;3
guarnicion;1
guerrero;1
guerreros;2
guest;1
guia;1
guia#;1
guiada;1
guide;4
guilt;2
guilty;2
guimbao;4
gulf;1
gusta;2
gusto;2
gustoso;1
gutenberg-tm;56
gutenberg-tms;1
gutenbergs;1
gutierrez;2
gw;2
ha;82
ha#;3
habeis;8
habia;2
habitacion;2
habitation;1
habito;1
habla;3
hablad;4
hablar;3
hablare;1
hablarle;1
hable;2
hablo;1
habra;5
habras;1
habria;5
habrian;2
habrias;1
hace;16
haced;1
haceis;1
hacemos;1
hacer;10
hacerla;1
hacerle;1
hacernos;1
hacerse;1
hacia;5
haciame;1
hacienda;2
had;35
haga;1
hagamoslo;1
hair;3
half;5
hall;4
halla;1
hallaba;1
hallado;1
hallado#;1
hallamos;1
hallando;1
hallareis;3
hallaria;1
hallaros;1
hallarse;1
hallasteis;1
halle;5
hallo;3
ham;1
hambre;1
han;14
hand;11
handmirror;1
hands;4
handwriting;1
happen;3
happened;2
happening;1
happily;1
happiness;4
happy;2
hara;3
hara--primero;1
haran;1
haras;1
hard;2
hardly;4
haria;1
harmless;2
harmonized;1
harsh;1
harshness;1
hart;2
hartarme;1
hartzenbusch;29
hartzenbusch#;1
hartzenbuschs;2
harvest;1
has;51
hasta;12
haste;1
hasten;2
hastens;1
hasty;1
hate;3
hateful;1
hatred;3
have;66
having;4
hay;19
hay#;1
haya;4
hayan;1
haz;3
hazle;1
head;1
heal;1
health;1
hear;5
heard;3
hearer;3
hears;2
heart;7
heaths;1
heaven;6
heavens;4
heavy;3
hecha;3
hechizo;1
hecho;9
hecho#;1
hedionda;1
heed;5
height;1
heine;1
held;1
hell;3
help;13
helpful;1
helping;1
hemistich;2
hemistitches;1
hemos;1
hence;2
hendecasyllabic;1
here;13
herede;1
herencia;2
herida;2
heridas;1
herido;5
hermana;1
hermanas;1
hermano;1
hermitage;1
hermosa;4
hermoso;2
hermoso#;1
hernani;1
hero;1
heroico;4
hesitation;2
hiciera;1
hiciste;2
hicisteis;1
hidden;2
hide;1
hideous;1
hiding;1
hiel;1
hiera;1
hierro;4
hierros;1
high;4
higher;2
highly;4
highness;1
hija;11
hijo;15
hijos;1
hills;2
hilt;1
himeneo;1
himeneo#;1
hinder;1
hipocrita;1
historia;4
historian;1
historians;1
historic;3
historical;7
history;7
hither;1
hito;2
hizo;2
hoguera;1
hold;6
holder;4
hole;1
holgara;1
holgara#;1
hollow;1
holy;2
homage;1
hombre;14
hombre#;1
hombre--marsilla;1
hombres;2
home;4
homero;1
honda;1
honesta;1
honor;12
honorable;1
honores;2
honrad;1
honrada;2
honrado;1
hope;3
hoped;1
hopes;4
hora;10
horas;1
horrendo;2
horrible;5
horrido;1
horror;1
horrores;3
horrorosa;1
horse;3
horseback;1
hospedaje;1
hospedaje#;1
hospitality;2
hostile;2
hot;1
hour;1
house;3
how;13
however;7
hoy;25
hoy#;1
hoyo;2
html;1
https//gutenbergorg/license;1
https//pglaforg;2
https//pglaforg/donate;1
https//pglaforg/fundraising;1
https//wwwgutenbergorg;1
https//wwwgutenbergorg/1/0/2/3/10234;1
https//wwwgutenbergorg/1/0/9/0/10909/;1
https//wwwgutenbergorg/2/4/6/8/24689;1
https//wwwgutenbergorg/etext06;1
https//wwwgutenbergorg/gutindexall;1
https//wwwpglaforg;1
hubiera;3
hubiese;3
hubiesen;1
hubo;1
hueco;2
huella;1
huella#;1
huellas;1
huesa;1
hugo;1
hui;2
huir;2
human;1
humana;2
humana#;1
humaneness;1
humanidad;1
humbled;1
humedo;1
humid;1
humildad;1
humility;1
humorous;1
hundido;1
hundirme;1
hundred;3
hundreds;2
hunger;1
hunter;1
hunting;1
hurl;2
hurry;2
husband;4
huya;2
huye;5
huyen;1
huyendo;2
huyo;1
hypertext;1
iah;6
iamor;1
ianciano;1
iante;1
iaqui;1
iarma;1
iay;14
iay--isabel;1
iba;5
iban;1
ibien;1
icallad;2
icartas;1
icastigue;1
icautivo;1
icielo;1
icielos;4
icomo;3
icruel;1
icuantas;1
icuanto;1
id;1
idadmelas;1
idea;5
ideal;1
idealism;1
ideals;3
ideas;13
idecia;1
idelira;1
identical;1
identification;1
identify;1
identity;2
idesgraciado;1
idiocy;1
idioma;1
idiomatic;1
idios;4
idiotez;1
idle;3
idolatrada;1
idolize;1
idolo;1
idon;4
idos;1
ie;2
iel;2
iella;2
ien;1
iera;2
ieran;1
ies;2
iesa;1
iesposo;1
ieterno;1
if;39
ifavor;1
ifeliz;1
ifuera;1
ifuerte;1
ifunesta;1
iglesia;4
igloria;1
ignominia;1
ignora;2
ignoras;2
ignore;1
ignored;2
igran;3
igual;3
igualdad;1
iha;2
ihija;6
ihijo;3
ihorrible;1
ihorror;1
ii;11
iii;12
iii#;1
iinfeliz;3
iingrata;1
iinsensato;1
iinutil;1
iisabel;5
iisabel--ibuena;1
ijaime;1
ijesus;5
ijimena;1
ijusto;1
ilesa;1
ilibre;1
iligan;1
ill-fated;1
ill-starred;2
ill-will;1
illness;3
illuminate;1
illusion;2
illusory;1
illustrate;1
illustration;1
illustrious;1
ilugar;1
ilusiones;1
ilusoria;1
ilustracion;1
ilustre;2
imadre;6
image;2
imagen;2
imagen#;2
imagery;1
imaginar;1
imagination;8
imagine;1
imaldecido;1
imaldita;1
imaldito;1
imargarita;1
imarsilla;3
imbecil;1
imbecile;1
ime;1
imentida;1
imervan;1
imi;5
imitad;1
immaculate;1
immeasurably;1
immediate;2
immediately;3
immobility;1
imorada;1
imoro;1
imp;3
impalpable;1
impeded;1
impedid;1
impedir;2
imper;5
imperfect;1
impetu;1
impetuosity;1
impetus;1
impia;2
implied;2
imploro;1
impondra;1
importa;2
importa#;1
importance;4
important;13
importante;1
impose;1
imposed;2
imposible;4
impossible;1
impostora;1
impoverished;1
imprecate;1
imprecation;1
imprenta;1
impress;2
impression;1
imprimen;1
improbabilities;1
improbability;2
improbable;8
improved;2
impulse;1
impulsiveness;1
imucho;1
imuera;3
imuerto;2
in;494
inaccurate;1
inanimate;4
inanition;1
incapaz;1
incarnation;1
incentivo;1
incessantly;1
incident;2
incidental;1
incidents;3
inclina;1
inclinacion;2
inclination;2
inclined;2
include;3
included;3
includes;1
including;10
incluyo;1
incompetent;1
incomplete;1
incorporandose;1
increase;3
increasing;2
incredulity;1
indagaciones;1
indagaciones#;1
indebted;2
indebtedness;1
indeed;5
indefinible;1
indemnify;1
indemnity;1
indentation;1
independent;1
indiana;1
indica;1
indican;1
indicate;5
indicated;1
indicates;1
indicating;1
indication;2
indifferent;1
indignation;1
indignity;1
indirect;1
indirectly;1
individual;8
indole;1
indubitable;1
induce;1
induced;1
indudable;1
indulgence;1
indulgencia;1
indulgente;1
industry;2
ineffective;2
inerte;1
infalible;1
infallible;1
infames;1
infamia;1
infamous;2
infanta;1
infantil;1
infausto;2
infecta;1
infected;1
infelices;1
infelicidad;1
infeliz;14
infeliz#;1
infernal;2
infernal#;1
inferno;1
infidel;1
infidelidad;1
infidels;1
infiel;5
infieles;1
infierno;1
infinite;1
infirmity;1
inflame;1
inflected;1
influence;3
inform;2
informate;1
information;10
informed;1
infringement;1
ingrato;2
inhabitants;2
inherit;1
inheritance;1
inherited;1
inhuman;1
injury;1
injusta;1
ink;2
inmaculada;1
inmediata;1
inmediato;1
inmensa;1
inmole;1
inmovil;1
inmovilidad;1
innocent;1
innumerable;1
ino;4
inocencia;1
inocente;1
inquietud;2
inquietud#;1
inquire;1
insane;1
insanity;1
insipid;1
insistence;1
inspira;1
inspiran;1
inspiration;2
inspire;2
inspired;3
instan;1
instant;1
instantaneamente;1
instante;1
instantes;2
instead;5
insufribles;1
insult;3
intellect;3
intellectual;3
intend;3
intense;1
intensidad;2
intensity;1
intentas;1
intention;1
intercede;2
intercession;2
interest;6
interested;1
interfere;1
intermingled;1
internal;1
international;1
interpreted;1
interrupts;1
intervals;2
into;21
intolerable;1
introduction;7
inunca;1
inunda;1
inundate;1
inutiles;1
invalidity;1
invencible;1
invention;1
inventiveness;1
inverosimil;1
investigation;1
investigations;1
invocando;1
invoco;2
invoke;1
ioh;15
iojala;1
ios;1
ipadre;5
iperfida;1
ipermita;1
ipesa;1
ipoder;1
ipor;1
ipremiar;1
iprenda;2
ipresagio;1
ique;20
ir;5
ira;1
iracundo;1
iras;1
irayo;1
iregalos;1
iron;3
ironical;1
irritado;1
irritara;1
irritate;1
irs;1
is;164
isabel;231
isabel--dichos;1
isabel--dios;1
isabel--marsilla;1
isabelita;1
isabels;3
isanto;1
isenor;3
isenora;2
isenora--ipaula;1
isi;6
isidro;1
islands;1
isnt;2
isolde;1
isu;2
isuerte;1
italian;2
italy;1
itanto;1
ite;1
iteresa;3
itres;1
its;58
itu;3
iun;1
iv;11
ivirgen;2
ivive;1
ivos;1
ix;3
iy;2
izquierda;3
izquierda#;1
izquierdo--don;1
izulima;2
jaen;2
jaffa;1
jaime;11
jaime#;1
jamas;7
james;4
jan;1
january;3
japa#;1
jardin;3
jardines;1
jealous;1
jealousy;2
jerga;1
jerusalem;4
jesus;1
jew;2
jewel;2
jewelry;1
join;2
jope;1
joppa;1
jornada;1
jose;6
journalistic;1
journey;7
journeying;1
joven;6
joy;3
joya;1
joyas;1
joyful;1
joyfully;1
joyously;1
juan;17
jubilo;1
judea;1
judge;1
judged;2
judgment;3
judio;2
judio#;1
jueces;2
juez;4
jugado;1
juicio;2
juliet--are;1
july;1
junction;1
junta;2
juntara;1
junto;6
juntos;5
juraba;1
jurada;1
juralo;1
jure;3
juro;1
just;8
justice;3
justicia;3
justicia#;1
justified;1
justo;4
juventud;1
juzgue;1
keen;2
keep;10
keeping;3
kept;8
kill;2
killed;2
kind;5
kindle;1
kindled;1
kindness;2
kinds;4
king;7
kingdom;3
kinglet;1
kings;1
kiss;2
knead;1
knee;1
kneel;1
kneeling;1
knife;1
knight;1
know;11
knowledge;3
known;16
knows;1
kressner;1
la;353
labio;3
labios;2
labor;3
laborious;1
lack;4
lacked;1
lacking;2
lacks;1
lado;5
lado#;1
lados;1
lady;4
lagrimas;4
lagrimas#;1
lake;1
lament;1
lana;1
lance;2
land;2
language;12
languages;1
lanza;3
lanza#;1
lanzo;1
lap;1
lapse;1
larga;2
large;5
larger;1
larra;4
larras;1
las;48
las#;1
last;22
lastima;2
lastimosa;1
late;4
later;9
lateral--adel;1
latin;3
latir;1
latter;2
latticework;1
laugh;2
laughter;1
lavish;1
law;5
laws;8
lay;4
lazo;1
lazo#;1
lazos;1
le;107
lea;1
lea#;1
lead;5
leader;1
leaders;1
leading;1
leal;1
lean;1
leander;1
learn;4
learned;1
least;5
leave;9
leaves;1
lecho;6
led;4
lee;1
leer;2
left;14
legal;2
legally;1
legend;39
legend#;3
legends;3
lei;1
leido;2
leipsic;1
leisure;1
lejanas;1
lejos;2
lema;1
lend;2
length;2
lengthen;1
lengua;4
lengua#;1
lenguaje;2
lentamente;1
lento;1
leopardi;1
lerdas;1
les;4
less;7
lessen;1
lesser;1
lest;2
let;10
letra;2
letras;1
letter;3
letters;2
levanta;2
levantados;2
levantandose;1
ley;2
leyenda;1
leyes;1
liability;3
liable;1
liberal;1
liberally;1
liberate;1
libertad;6
libertame;2
libertine;1
liberto;1
liberty;2
libica;1
libradle;1
librara;1
librara#;1
libraramos;1
librarian;1
librarte;1
library;1
libre;6
libremente;1
libres;1
libro;1
libya;1
libyan;1
licencia;2
license;15
licensed;1
licentious;1
licito;1
licor;1
lid;4
lidia;1
lidiad;1
lidiar;1
lidiara;2
lidiare;1
lie;4
lienzo;10
lieu;2
life;47
lifeless;2
light;4
lightning;1
like;4
likely;1
likeness;1
likewise;1
limit;3
limita;1
limitation;3
limite;2
limited;7
limito;1
limpiar;1
lindo;1
line;13
linen;2
lines;33
linguistic;1
linked;1
links;3
lip;1
liquid;1
liquor;1
lisonjero;1
lisonjeros;2
listen;6
literal;1
literally;1
literario;1
literary;64
literatura;1
literature;37
literature#;1
literatures;3
little;12
live;8
lived;1
livelihood;1
liviana;2
living;6
lizana;2
llamad;1
llamada;1
llamado;1
llamale;1
llaman;1
llamar;2
llamarme;1
llame;1
llamo;1
llanto;10
llega;10
llegad;1
llegada;2
llegado;4
llegado#;1
llegando;2
llegando#;2
llegar;6
llegase;1
llegaseis;2
llego;6
llegue;3
llena;1
llenado;1
llenais;1
lleno;2
lleva;3
llevaba;1
llevad;2
llevan;1
llevan#;1
llevar;1
llevare;2
llevarla;1
llevarme;1
llevaronle;1
lleve;1
lleveme;1
llevesela;1
llevo;1
llora;1
llorado;1
llorais;3
llorando;3
llorar;2
lloras;1
lloraste;1
lloreis;1
lloren;1
lloro;3
lo;100
lobreguez;1
loca;4
loca#;1
local;1
localization;1
located;4
locating;1
locations;2
lock;1
locket;1
loco;2
locos;1
locutions;1
lodging;2
lodo;1
logic;2
logical;4
logically;1
logra;1
logrado;3
lograr;1
lograras;1
logre;1
logro;1
loneliness;1
long;20
longed;1
longer;4
longings;1
look;9
loose;2
lord;1
lords;1
los;95
los#;1
lose;1
loss;1
lost;3
lot;3
loudly;2
love;38
love-making;1
loved;4
lovelorn;1
lover;3
lovers;14
loving;6
lower;1
loyal;1
loyally;1
loyalty;2
luceros;1
lucha;1
luchar;1
luego;9
lugar;8
lugares;1
lujosa;1
lull;1
luna;3
lustros;1
lustrum;1
luxurious;1
luxury;1
luz;6
lying;1
lyric;6
lyrical;1
lyricism;1
lyrics;1
m;105
machine;1
macias;3
mad;1
madam;1
made;17
madness;1
madre;22
madrid;13
magazine;1
magic;1
magnanimity;1
magnet;1
magnificent;1
magras;2
maiden;1
mail;3
main;2
mainly;3
maintain;3
maintaining;1
maintains;1
majestad;1
majority;2
make;20
makes;1
making;3
mal;8
mal#;2
mala;2
maldecir;1
maldicion;2
maldito;1
male;1
malediction;1
malevolence;1
malogrado;1
maltratar;1
maltreat;1
malvada;1
man;17
manaba;1
manage;1
manana;2
mancebo;3
mancha;2
manchara;1
manda;3
mandado;1
mandar;2
mando;1
manera;2
manera#;1
mangle;1
manhood;1
manifestaros;1
manilla;1
mankind;4
manner;2
manners;1
mano;29
mano#;2
manos;7
mans;1
mansion;1
mansion#;1
mantener;1
mantuvo;1
manual;1
manuscript;1
many;33
maquinaba;1
maquinalmente;1
mar;1
maravilla;1
maravillado;1
marchar;2
marchemos;1
marcho;1
marchose;1
marcial;1
marcilla;1
marco;1
margarita;77
margarita--don;1
