;118
nevada;9
never;65
never-ending;2
nevertheless;8
new;760
new-ark;1
newark;7
newbern;2
newby;1
newcastle;1
newcomer;1
newcomers;5
newfoundland;9
newly;3
newport;5
news;20
newsletter;1
newspaper;16
newspapers;20
newtown;3
next;59
nh;4
niagara;13
nicaragua;2
nicholas;1
nick;1
nickel;2
nickname;2
nicknamed;2
nicolay;2
night;33
nights;1
nina;4
nine;16
nineteen;3
nineteenth;3
ninety;7
ninety-nine;1
ninety-two;1
ninth;4
nipissing;1
nipmuck;1
nipmucks;1
nitrous;1
nj;2
nj1;2
no;338
nobility;2
noble;4
nobleman;1
noblemen;1
nobles;1
nomenclature;1
nominally;1
nominate;8
nominated;63
nominates;1
nominating;12
nomination;10
nominations;1
nominee;15
non;1
non-importation;8
non-intercourse;7
non-intercourse%--when;1
non-perishable;1
nonproprietary;1
noon;3
nor;72
norfolk;7
norse;1
norte---great;1
north;194
north%--feeling;1
north%--much;1
northeast;3
northeastern;2
northern;43
northward;11
northward%--at;1
northwest;35
northwest%--when;1
northwestern;7
northwestward;2
noses;1
not;546
notaries;1
notch;1
note;6
noted;1
notes;38
notes%--the;1
noteworthy;1
notice;14
noticeable;1
noticed;2
notices;1
notifies;1
nourished;1
nov;4
nova;10
novel;1
november;36
now;242
nowhere;1
noyess;1
nueces;5
null;5
nullification;8
nullified;1
nullifiers;1
nullify;4
number;76
numbered;1
numbering;3
numberless;1
numbers;25
numerous;7
ny;6
o;6
oak;1
oaks;2
oar;1
oath;8
oath-bound;1
obedience;5
obey;5
obeyed;4
obituary;1
object;4
objected;1
objection;2
objectionable;1
objections;1
objects;1
obligations;2
obligations--that;1
obliged;1
obscure;1
observe;1
observer;3
obsolete;1
obstacle;3
obstruct;1
obstructed;1
obstructing;1
obtain;6
obtained;25
obtaining;2
occasion;4
occasionally;1
occasions;1
occupation;25
occupation%--before;1
occupations;16
occupied;15
occupiers;1
occupy;5
occur;4
occurred;12
occurrence;2
ocean;24
ocean1;1
ocher;1
oclock;6
oconor;3
oct;3
october;29
octuple;2
odd-numbered;1
odious;1
odor;1
of;6334
off;98
offend;1
offended;1
offenders;1
offense;8
offenses;1
offensive;2
offer;6
offered;27
offering;1
offers;2
office;65
office%--washington;1
officer;26
officers;28
offices;12
office{1};1
official;4
officials;13
offset;4
often;21
ogden;1
ogdensburg;1
oglethorpe;5
oglethorpes;1
oh;1
ohio;119
ohio%;1
ohio%--as;1
ohio%--the;1
oil;9
oilcloth;1
oklahoma;10
oklahoma%--the;1
old;122
old-fashioned;2
older;2
oldest;1
oleo-margarine;1
oliver;6
olmsted;2
omaha;1
omnibus;6
omnibuses;2
on;1049
on%--just;1
once;77
one;344
one--the;1
oneida;1
oneidas;1
ones;5
onions;1
online;4
only;83
onondaga;1
onondagas;2
onset;1
ontario;8
open;20
opened;42
opening;21
openly;3
opens;5
operate;2
operated;1
operating;1
operation;3
operations;5
operator;1
opinion;9
opinions;5
opponents;1
opportunities;7
opportunity;6
oppose;1
opposed;28
opposes;11
opposing;3
opposite;4
opposition;14
oppress;1
oppressive;2
optional;1
or;592
orange;2
oration;2
orations;2
orator;1
ordain;3
ordained;2
order;57
ordered;48
ordering;2
orders;24
ordinance;12
ordinances;2
ordinary;1
ore;1
oregon;68
oregon%--by;1
oregon%--the;1
organism;1
organization;10
organizations;3
organize;7
organized;20
organized%--that;1
organizing;4
oriental;1
origin;9
original;12
originally;3
originals;1
originate;3
originator;1
originators;1
orinoco;1
orleans;35
orleans%--the;1
orleans%--while;1
orleans1;1
ornamental;2
ornaments;2
orphans;1
osage;2
ossawatomie;2
oswego;11
others;55
otherwise;2
otis;4
ottawa;3
ought;11
ounce;2
ounces;1
our;272
ours--two;1
out;232
outbreak;2
outburst;2
outdated;1
outdoor;1
outer;1
outlandish;1
outlawed;1
outlay;2
outlet;2
outline;2
outlook;1
outlying;1
outmarched;1
outnumbered;2
outrage;2
outrageous;1
outrages;1
outset;1
outside;8
oven;2
oven%1;1
ovens;2
over;176
overawe;2
overawed;1
overcame;2
overcome;1
overhung;1
overland;8
overlapping;1
overlooked;1
overran;1
overrun;1
overseer;1
overtaken;1
overtook;4
overturn;1
overwhelmed;1
owe;2
owed;6
owen;3
owenite;2
owes;1
owing;1
owl;1
own;50
owned;31
owner;9
owners;8
ownership;9
owns;2
ox;1
oxen;3
oxide;1
oysters;1
ozenbrigs;2
p;50
p16;1
pa;6
pa-ro-ta;1
pacific;61
pacific%--the;1
pacific%--until;1
pacification;1
pacificator;1
pack;2
packages;2
packed;1
packet;5
packing;4
paddled;2
paddling;1
pagan;1
page;7
pages;1
pah-los;1
paid;64
pain;2
painful;1
pains;1
painstaking;1
paint;1
painted;3
painters;2
painting;1
pair;7
pairs;2
pakenham;2
palatines;1
palfreys;2
palma;3
palmer;2
palmyra;2
palo;3
palos;2
pamlico;3
pamphlet;2
pamphlets;3
pan-american;1
panama;11
pane;1
panic;19
panic2;1
paper;73
papers;8
paperwork;1
paragraph;12
paragraphs;3
parallel;11
parallel%--this;1
paralyzed;1
parchment;3
pardon;4
pardon1;1
pardoned;2
parent;3
parents;2
paris;12
parish;2
parishes;1
parity;1
parker;3
parkmans;13
parliament;35
parliamentary;1
parole;1
parole2;1
part;109
parted;3
partial;3
partially;2
particles;1
particular;5
particularly;3
parties;41
parties%--out;1
parties%--the;1
parties%--thus;1
parties--the;1
partly;21
partners;1
partons;5
parts;30
party;207
party%--as;2
party%--at;1
party%--but;1
party%--from;1
party%--meanwhile;1
party%--the;3
party%--thus;1
party1;1
pas-coo-ah;1
pascua;1
pass;24
pass2;1
passage;21
passed;113
passenger;4
passengers;11
passengers1;1
passes;4
passing;8
passion;1
passwords;1
past;20
pasted;1
pastor;1
patches;1
patent;7
patented;1
patents;2
paterson;3
path;3
pathfinder;1
patience;2
patient;4
patiently;1
patrick;3
patriotic;6
patriotism;3
patriots;6
patrol;1
patronized;1
patrons;3
patroon;4
patroons;5
patterns;1
patterson;2
paul;8
paulding;2
pauls;1
pauper;1
paupers;2
paved;3
pawtucket;1
pay;62
payable;7
paying;3
payment;29
payments;10
payments%--what;1
paynes;1
pe-na-da;1
pea;3
peace;51
peace%--for;1
peace%--the;1
peace%--thus;1
peace--on;1
peaceable;1
peaceably;2
peaceful;4
peacefully;2
peacemaker;1
peacock;2
peak;8
peak%--in;1
peal;1
pearls;1
peas;1
peculiar;3
peculiarly;1
peen-tah;1
peen-thon;1
pegs;1
pekin;3
pelican;2
pemberton;3
pen;1
penal;1
penalties;2
penalty;1
pence;4
pencil;1
pending;1
pendleton;5
penetrated;2
peninsula;12
peninsular;3
penitentiaries;1
penitentiary;1
penknives;1
penn;22
penned;1
penns;2
pennsylvania;100
pennsylvania%--the;1
pennsylvania1;1
penny;1
penobscot;3
pens;2
pensacola;5
pension;1
pensioners;1
pensions;4
people;361
people%--five;1
people%--the;1
people--men;1
peoples;11
peoples%--before;1
peoria;1
pequot;1
pequots;3
per;19
perceiving;1
perfect;2
perfected;5
perfection;2
perfectly;1
perform;3
performance;1
performances;1
performed;3
performing;3
perfumes;1
perhaps;5
perilous;1
period;30
periodic;1
periodical;1
periods;3
perish;1
perished;4
permanent;9
permanently;2
permission;12
permit;3
permitted;9
perote;3
perpetrated;2
perry;6
perryville;2
persecuted;2
persecutes;1
persecution;3
perseverance;2
persian;1
persistence;1
persistently;1
person;16
personal;11
personality;1
persons;24
persons2;1
persuade;10
persuaded;6
persuading;3
persuasion;1
peru;1
pestle;1
pet;3
peter;4
petersburg;8
petition;6
petitioned;1
petitioners;1
petitioning;1
petitions;2
petroleum;3
petted;1
petty;1
pg;3
pglaf;1
phil;2
philadelphia;88
philadelphia%--and;1
philadelphia%--hearing;1
philadelphia%--late;1
philadelphia1;1
philanthropist;2
philip;1
philippine;2
philippines;11
philippines%--while;1
philips;2
phinneys;1
phips;5
phoenix;2
phoenix1;2
phonograph;1
photograph;1
photographic;1
photography;2
phrase;5
physical;2
pick;1
picked;2
pickens;4
picking;2
picks;2
picture;9
pictures;4
piece;24
pieces;13
piedmont;1
pierce;7
pierced;1
pig;1
pike;14
pike%--public;1
pikes;5
piketown;2
pile;1
piles;1
pilgrims;5
pillars;1
pillory;2
pillow;2
pilot;1
pin;1
pinckney;12
pine;2
pineda;4
pinedas;1
pines;2
pink;1
pinta;3
pinzon;6
pioneer;1
pioneers;4
pipe;1
pipes;1
piratical;1
piscataqua;3
pistol;1
pistoles;1
pit;1
pitch;2
pitched;1
pits;1
pitt;6
pittsburg;29
pity;1
pivot;1
place;101
placed;19
places;18
placing;1
plain;3
plainly;1
plains;18
plan;57
plane;3
planed;1
planes;3
planing;1
plank;2
planks;2
planned;4
planning;1
plans;2
plans%--the;1
plant;11
plantation;4
plantations;12
plantations%--that;1
planted;16
planted1;1
planter;2
planters;4
planting;10
planting%--the;2
plants;2
plata;1
plate;7
plateau;1
plates;6
plates%--with;1
platform;37
platform%--to;1
platforms;9
platte;3
plattsburg;3
play;1
played;1
playing;1
pleasant;3
please;9
pleased;9
pleasure;3
pledge;3
pledged;11
pledges;4
pleits;1
plenty;4
plied;1
plight;1
plot;1
plow;3
plowed;1
plows;1
plumbing;3
plunder;1
plundering;2
plunged;1
plymouth;28
plymouth%--the;1
pocahontas;2
pocketknives;1
pods;1
poem;2
poictiers;2
point;32
point%--in;1
point1;1
points;3
poles;4
police;3
policeman;1
policy;30
politic;2
political;66
politician;1
politicians;4
politics;15
politics%--as;1
polk;13
polls;4
polygamy;6
ponce;3
pontha;1
pontiac;3
pony;7
poor;10
poores;3
pope;9
popes;1
popham;2
popular;24
population;85
population%--the;1
populist;2
populists;4
populous;5
por-to;1
pork;5
port;50
portage;7
porter;2
portion;1
portions;1
portland;4
portmanteau;1
porto;13
portrait;1
ports;31
ports1;1
portsmouth;5
portugal;8
portugals;1
portuguese;10
position;10
positions;3
positively;2
possess;1
possessed;2
possession;45
possessions;20
possessions%;1
possibilities;1
possibility;3
possible;27
possibly;4
post;20
post-office;1
postage;20
postal;6
posted;8
posterity;1
posters;2
postmaster;3
postmaster-general;5
postmasters;4
postponed;1
postrider;2
postriders;1
posts;12
pot;1
potash;1
potato;3
potatoes;1
potomac;25
potomac1;1
pottery;2
pound;8
pounded;1
pounds;14
poured;9
pouring;2
poverty;4
powder;9
power;86
power--in;1
powerful;2
powerfully;2
powerless;1
powers;36
powhatan;3
powhatans;2
pox;1
pp;146
practical;4
practically;9
practice;6
practiced;1
practicing;1
prairie;6
prairies;1
pray;1
prayer;1
prayers;1
pre-columbian;1
preached;1
preacher;1
prebles;1
preceding;1
precious;3
precipitated;1
precipitous;2
precisely;3
predominated;1
preexisted;1
preface;1
preliminary;2
premium;2
prepaid;2
preparation;2
preparations;9
preparatory;1
prepare;6
prepared;7
prepared%--for;1
preparing;1
prepay;1
prescott;3
prescribe;1
prescribed;6
prescribes;1
presence;9
present;45
presented;11
preservation;4
preserve;4
preserved;3
preside;2
presided;2
presidency;14
president;218
president%--although;1
president%--an;1
president%--another;1
president%--harrison;1
president%--in;3
president%--lincoln;2
president%--taylor;1
president1;2
presidential;39
presidents;18
presque;2
press;15
pressed;4
presses;5
pressing;1
pressman;1
pressure;1
prestons;6
pretended;3
pretends;1
pretext;2
prevailed;3
prevailing;1
prevalent;1
prevent;31
prevented;13
preventing;2
previous;5
previously;1
prey;1
price;16
prices;5
pride;1
priest;2
priests;4
prime;7
princeton;6
principal;9
principle;6
principles;12
print;11
printed;22
printing;11
prior;1
prison;3
prisoner;5
prisoners;6
prisons;2
private;7
privateer;1
privateers;3
privileges;3
prize;3
prizes;4
pro;3
probability;1
probably;5
problem;2
problems;2
proceed;1
proceeded;4
proceedings;5
proceeds;3
process;3
processing;1
procession;1
proclaim;1
proclaimed;6
proclamation;38
proclamations;1
procured;1
produce;10
produced;22
producers;1
producing;1
product;1
production;2
productive;1
products;7
profane;1
professions;3
professor;3
profit;2
profitable;4
profiting;1
profits;2
progress;19
progress%--in;1
progress%--the;1
progressed;1
prohibit;3
prohibited;4
prohibiting;1
prohibition;14
prohibitionists;5
project;89
projected;1
prolonged;2
prominent;3
prominently;2
promise;1
promised;10
promises;2
promontories;1
promote;2
promoted;1
promoters;1
promoting;2
promotion;1
prompt;2
promptly;10
promptness;2
proofread;1
proofreaders;2
propelled;1
propeller;1
proper;4
proper--forming;1
properly;1
property;43
property1;1
prophetic;1
proportion;3
proposal;1
propose;2
proposed;18
proposed%--among;1
proposes;2
proposition;2
propositions;1
proprietary;10
proprietor;5
proprietors;4
prorogue;2
proscription;3
prosecutions;1
proslavery;15
prosper;1
prospered;1
prosperity;14
prosperity%--just;1
prosperity--and;1
prosperous;3
protect;10
protected;9
protecting;5
protection;15
protection--the;1
protectionists;1
protective;2
protest;6
protestant;1
protestants;2
protested;8
protesting;2
protests;4
protocol;1
protruding;1
prouds;1
prove;2
proved;15
provide;23
provided;48
provided--;1
providence;9
provides;4
providing;12
province;12
provinces;8
provinces%--the;1
provincetown;1
provincial;3
provision;12
provisional;10
provisions;23
proviso;10
proviso%--in;1
prudence;1
prussia;1
prussian;1
public;77
publication;2
publications;1
publish;3
published;13
publishers;1
publishing;1
puebla;2
pueblos;5
puerto;1
puffing;1
puget;1
pulaski;2
pull;5
pulled;5
pump;2
pumped;1
pumpkins;1
puncheons;1
punish;8
punishable;2
punished;2
punishment;11
punishments;1
punishments%--the;1
punitive;1
purchase;22
purchase%--to;1
purchase%--when;1
purchased;16
purchaser;1
purchasers;1
purchases;1
purchasing;2
pure;1
purified;1
purifying;1
puritan;3
puritanism;1
puritans;12
puritans1;1
purpose;38
purposed;1
purposes;10
pursued;1
pursuing;1
pursuit;7
push;3
pushed;15
pushes;1
pushing;5
put;78
putnam;2
putting;6
puzzled;1
pweb-lah;1
pweb-loz;1
q;3
quaker;1
quakers;2
qualification;1
qualifications;5
quality;3
quantities;5
quantity;4
quarrel;9
quarreled;2
quarries;1
quarry;1
quarter;14
quartered;1
quartering;5
quartermaster;1
quarters;7
quebec;35
quebec1;1
queen;21
queen1;1
queenstown;4
quest;2
question;68
question%--absorbing;1
questioned;1
questions;30
quick;1
quick-witted;1
quicker;1
quickly;11
quickly1;1
quiet;3
quieted;1
quieting;1
quietly;4
quietness;1
quincy;15
quire;1
quit;1
quite;9
quiver;1
quorum;1
r;10
ra;1
race;5
races;2
races%--with;1
rack;1
radical;6
raft;2
rafters;1
rage;4
raging;6
raid;8
raiding;1
raids;1
raids%--that;1
rail;3
railed;1
railroad;52
railroad%--as;1
railroad%--but;1
railroad%--the;1
railroading;2
railroading--millionaires;1
railroads;45
railroads%--in;1
railroads%--much;1
rails;7
railway;2
railways;2
rain;1
rained;2
rainy;1
raise;12
raised;44
raised1;1
raisin;1
raising;9
rake;1
ralegh;11
raleghs;1
raleigh;3
rallied;2
ralph;2
ram;1
rammed;1
ramparts;1
rams;2
ran;20
ranches%--such;1
randolph;3
rang;1
range;1
range%;1
ranged;2
ranges;1
rank;4
ranks;6
rapid;19
rapidan;4
rapidity;6
rapidly;15
rapids;1
rappahannock;3
rarely;1
raritan;1
rascals;1
rash;1
raspberry;1
rate;8
rates;8
rather;4
ratification;10
ratified;17
ratify;2
ratifying;2
ratio;5
ration;1
rations;1
rattle;2
rattlesnake;1
ravage;1
ravaged;4
ravages;2
ravaging;2
raw;2
ray;1
re-elected;1
re-use;2
reach;5
reached;55
reaches;1
reaching;6
read;73
readable;2
readily;1
reading;2
readmittance;1
readmitted;8
ready;13
real;4
really;16
realm;1
reannex;1
reannexation;4
reaped;1
reaper;7
reapers;2
reaping;2
rear;6
rear-admiral;4
reason;12
reasonable;3
reasons;7
rebates;1
rebelled;4
rebellion;11
rebellious;1
rebels;4
rebuilding;1
rebuilt;1
rebuked;1
recall;6
recalled;11
recalls;1
recapture;3
recaptured;2
receipt;2
receipts;1
receive;14
received;49
received%--while;1
received--yes;1
receivers;2
receives;2
receiving;5
reception;4
recess;1
recharter;1
rechartered;3
reciprocity;1
reckless;3
reclaimed;1
reclamation;2
recognition;2
recognize;9
recognized;7
recognizes;1
recollections;1
recommendation;1
recommendations;3
recommended;3
reconcentrados;1
reconciliation;3
reconquer;1
reconquered2;1
reconstructed;5
reconstruction;24
reconstruction%--as;1
reconstruction%--so;1
reconstruction%--to;1
reconstructive;1
reconstructon;1
reconstructs;2
record;1
recording;1
records;2
recover;1
recovered;4
recovery;1
recrossed;3
rector;1
red;17
red-hot;1
redeem;5
redeemable;1
redeemed;9
redeemed%--since;1
redeeming;1
redemption;3
redemptioner;1
redemptioners;4
redistribute;1
redistributing;2
redistribution;2
redoubled;1
redress;2
redressed;1
redstone;1
reduce;4
reduced;15
reducing;1
reduction;7
ree-bo;1
ree-co;1
ree-o;1
reed;1
reelect;1
reelected;6
reelected%--the;2
reelection;3
reembarked;2
reenact;1
reenacted;2
reenforced;3
reenlist;1
reestablish;2
reestablished;2
reestablishment;1
reference;2
references;2
referred;3
referring;1
refiners;1
refitted;1
reflected;1
reform;13
reformatories;1
reforms;5
reforms%--true;1
refuge;10
refugees;1
refund;10
refunded;1
refunding;4
refusal;5
refuse;6
refused;41
refuses;3
refusing;5
regain;2
regained;4
regard;3
regarded;2
regarding;4
regicides;1
regiment;1
regimental;1
regiments;3
region;21
regions;4
register;3
registered;2
regular;9
regulars;3
regulate;15
regulated;2
regulating;5
regulations;2
reid;2
reign;2
reinforcements;3
reinstated;2
reissued;2
reiterated;1
reject;1
rejected;11
rejection;2
rejects;2
related;1
relating;3
relation;4
relations;13
relationship;1
relay;2
relays;1
release;4
released;3
relied;1
relief;3
relieve;4
relieved;1
relieving;1
religion;2
religions;1
religious;8
relinquish;2
reluctance;1
remain;11
remainder;1
remained;25
remained3;1
remaining;6
remains;2
remake;1
remarkable;5
remedies;1
remedy;4
remember;13
remembered;8
remembering;2
remembrance;1
reminded;2
remnants;2
remonetized;1
remonetized%--against;1
remonstrance;1
remonstrate;1
removal;4
removals;1
remove;6
removed;18
removing;1
renamed;5
render;2
rendered;1
renders;1
renew;2
renewal;3
renewed;6
renewing;1
renominated;6
renomination;1
rensselaer;4
rensselaers;1
rent;5
rental;1
reoccupation;2
reopen;1
reorganized;1
repair;1
repaired;1
reparation;1
repeal;15
repealed;15
repealed%--when;1
repealing;1
repeated;2
repeatedly;5
repel;1
repentance;1
replace;4
replaced;6
replacement;5
replied;3
reply;3
report;8
reported;5
reporter;1
reports;8
represent;2
representation;9
representation%--we;1
representations;1
representative;7
representatives;53
representatives%--the;1
representatives1;1
represented;10
representing;3
represents;1
reprimanded;1
reprint;1
reprinted;1
reprisal;2
reproduced;2
republic;31
republic%--this;1
republican;66
republicans;70
republicans%--this;1
republicans%--when;1
republics;8
republics%--this;1
republics--a;1
repudiated;5
repulsed;3
reputable;1
reputation2;1
request;4
requested;1
require;6
required;16
requirements;4
requires;3
requiring;2
requisite;1
resaca;3
rescue;1
rescued;3
rescuing;1
research;2
resemblance;1
resented;2
reservations;1
reserve;11
reserve%--meantime;1
reserved;3
reserves%--when;1
reshipped;1
reside;1
residence;5
resign;4
resignation;1
resigned;6
resigning;1
resin;1
resist;3
resistance;10
resisted;4
resisting;1
resolute;1
resolution;14
resolutions;24
resolutions%--in;1
resolutions%--the;1
resolved;7
resort;3
resorted;2
resources;7
respect;7
respectful;1
respectfully;1
respective;1
respects;4
responded;5
response;2
responsibility;1
responsible;2
rest;13
rested;3
restive;1
restoration;8
restore;6
restored;11
restricted;3
restriction;6
restrictions;6
result;26
result--the;1
resulted;6
resulting;1
results;17
resumed;5
resuming;1
resumption;6
resurrection;1
retain;1
retained;3
retake;1
retaken;1
retaliate;1
retaliated;3
retaliates;1
retaliation;2
retire;1
retired;2
retirement;2
retreat;16
retreated;10
retreating;3
return;34
returned;17
returning;4
returns;9
revealed;1
revealing;1
revenge;5
revengeful;1
revenue;37
revenue%--exercising;1
revenue%--what;1
revenues;1
revere;1
reveres;1
reversed;1
reverses;1
review;2
reviewed;1
revise;3
revision;3
revival;2
revive;1
revived;2
reviving;1
revoke;1
revolt;3
revolted;1
revolts;1
revolution;36
revolution%--when;1
revolution1;1
revolutionary;11
revolutionized;1
revolved;1
revolver;3
reward;2
rewards;2
rex;1
rey;3
rhine;1
rhode;38
rhodess;7
ri;4
ribault;7
rice;11
rich;9
richard;7
richards;1
richer;1
richly;1
richmond;32
richmond%--the;1
rico;14
rid;1
ridden;1
ride;5
ride%--and;1
rider;2
riders;2
ridge;9
ridicule;2
ridiculing;1
ridiculously;1
riding;1
right;89
rights;53
rights%--the;1
rights%--these;1
rights%1--in;1
rigorous;2
rim;1
ringing;1
rio;25
riot;10
riot--a;1
rioters;1
riots;2
ripe;1
ripon;2
rise;35
risen;2
rises;1
rising;2
risk;3
rittenhouse;2
rival;3
rivalry;3
rivals;1
river;232
river%--but;1
river--the;1
river1;3
rivers;30
rm;2
road;20
roads;32
roads%--meantime;1
roads1;1
roadside;1
roamed;1
roanoke;10
roar;1
roasted;3
robbed;1
robbing;1
robert;20
robertson;3
robinson;2
rochester;2
rock;9
rockies;1
rocks;1
rocky;17
rode;4
roger;11
rogers;8
rolfe;2
roll;2
rolled;3
roller;2
rolling;2
rolling1;1
rolls;2
roman;4
romantic;1
rome;1
roof;9
roof%--the;1
roof1;1
roofing;1
roofs;2
room;6
rooms;1
roosevelt;7
roosevelt%--there;1
roosevelts;3
roots;1
rope;2
roque;1
rosalie;2
rose;13
rosecrans;9
ross;4
rouge;4
rough;1
roughly;1
round;11
rounds;1
rouse;2
roused;2
rout;3
route;36
routes;10
routes%--for;1
roving;1
rowed;1
rows;2
roxbury;5
royal;38
royalties;2
royalty;3
rubber;13
rubber%--the;1
rubbing;1
rude;14
rudely;2
ruffianism;1
rufus;3
ruin;4
ruined;5
ruinous;2
ruins;1
rule;20
rule%--not;1
ruled;5
ruler;2
rulers;2
rules;4
ruling;2
rum;1
rumor;1
rumors;1
rumsey;2
run;31
runaway;2
runners;3
runners%--this;1
running;12
runs;1
rush;16
rushed;10
rushes;1
rushing;2
russell;3
russia;11
russian;3
rutherford;3
ruts;2
ryal;3
rye;2
ryswick;5
s;16
s/he;1
sabbath;2
sabine;4
sachem;1
sachems;1
sacked;2
sacketts;3
sacks;1
sacramento;4
sacrifice;2
sacrifices;1
saddle;1
sadiron;1
safe;8
safely;1
safes;1
safety;8
sahara;1
sahl;1
sahl-teel-yo;1
sahl-vah-dor;1
sahn;2
sahn-tah;3
sahn-te-ahgo;1
said;67
sail;19
sailed;46
sailing;15
sailor;3
sailors;18
sails;8
saint-pierre;1
saint-pierre--for;1
sake;1
salamander;1
salaries;1
salary;3
sale;24
salem;15
sales;4
salesman;1
salle;18
sallied;1
salmon;5
salt;13
salted;2
saltillo;2
saluting;1
salvador;2
same;65
sampson;6
samuel;12
san;14
sanctioned;1
sands;1
sandusky;1
sandy;2
sank;7
santa;17
santiago;7
santiago%--meantime;1
sap;1
saplings;3
saratoga;8
sargeants;1
sassafras;1
sat;2
satisfactory;1
satisfied;2
saturdays--price;1
savage;2
savannah;25
save;18
saved;6
savings;1
savior;1
savoy;1
saw;26
sawed;1
say;11
saying;1
says;4
sc;3
scalawags;1
scale;2
scales;2
scalp;2
scalped;2
scarce;5
scarcely;8
scarcity;1
scarfs;1
scars;1
scatter;1
scattered;8
scattered%--more;1
scene;5
scenes;2
scharfs;1
scheme;5
scheme%;1
schemes;1
schemes--have;1
schenectady;3
schenectady---the;1
schley;3
schleys;1
schofield;1
school;11
schoolmaster;2
schools;5
schooner;5
schooners;1
schurzs;4
schuyler;6
schuylkill;5
sciences;2
scientific;3
scioto;5
score;1
scores;2
scorn;1
scotch;1
scotch-irish;3
scotchmen;1
scotia;10
scotland;1
scott;26
scott%;1
scotts;1
scour;1
scoured;2
scow;1
scrap;1
scraps;1
screw;1
scribners;1
scrip;1
scrooby;1
scudders;1
scythe;1
scythes;1
sea;76
sea%--as;1
sea%--the;1
sea1;1
sea3;1
seaboard;24
seaboard%--after;1
seacoast;4
seafaring;1
seal;1
sealed;1
seals;1
seaman;2
seamen;2
seaport;3
seaports;8
search;23
searched;4
seas;5
season;1
seat;7
seated;2
seats;10
sebastian;3
sec;1
secede;12
secede%--why;1
seceded;17
seceders;2
secedes;11
secedes%--the;1
seceding;1
secession;17
second;77
secrecy;3
secret;19
secretaries;9
secretaries%--during;1
secretary;50
secretary1;1
secretly;3
secrets;2
sect;2
section;19
sectional;3
sections;9
sects;1
secure;14
secured;29
secures;2
securing;1
security;2
security--such;1
sedition;11
seditiously;2
see;96
see-bo-la;1
seed;2
seeds;3
seeing;10
seek;5
seeker;1
seekers;1
seeking;8
seeks;1
seem;3
seemed;24
seeming;1
seemingly;1
seems;8
seen;33
sees;3
seine;1
seize;11
seized;26
seizes;3
seizure;2
select;2
selected;11
selecting;1
selection;1
self-binding;1
self-evident;2
self-governing;1
self-government;2
self-reliant;1
self-willed;1
sell;20
selling;3
seminole;5
seminoles;3
semmes;1
semper;1
senate;66
senate3;1
senator;13
senator1;1
senatorial;4
senators;22
send;50
sender;1
sending;6
sends;4
seneca;4
senecas;1
senior;1
sense;2
sent;181
sentence;4
sentenced;4
sentiment;9
sentiments;2
sentinel;3
separate;12
separated;7
separately;1
separation;5
separatist;1
separatists;7
separatists%--the;1
september;44
serapis;4
series;15
serious;27
seriously;6
seriousness;1
servant;4
servants;6
servants%--in;1
serve;11
served;7
service;42
service%--the;2
services;5
serving;3
servitude;3
session;18
sessions;1
set;105
sets;1
setting;8
settle;20
settled;101
settlement;51
settlement--and;1
settlement1;1
settlements;29
settlements--that;1
settler;10
settlers;48
settles;1
settling;2
seven;46
seventeen;4
seventeenth;3
seventh;1
seventy;2
seventy-five;7
seventy-one;1
seventy-three;4
several;28
severe;6
severed;1
severity;1
sevier;2
sewall;3
seward;7
sewed;2
sewered;1
sewing;16
seymour;3
shade;1
shadrach;2
shafter;3
shafts;1
shake;1
shall;103
shame;2
shameful;3
shannon;3
shape;5
share;10
shared;2
sharing;1
sharp;5
sharpsburg;2
sharpsburg%--while;1
shattered;1
shattucks;1
shawnees;1
shays;2
shed;2
sheds;1
sheep;2
sheers;1
sheet;10
sheet-iron;1
sheets;1
shell;3
shelled;2
shelter;3
sheltered;1
shelters;1
shenandoah;15
shenandoah%--the;1
shepards;4
sheridan;12
sheridans;2
sheriff;1
sherman;35
shermans;5
shiftless;2
shifts;1
shilling;1
shillings;3
shiloh;2
shine;1
shingles;1
shining;1
ship;46
shipbuilding;2
shipload;1
shipment;1
shipowners;2
shipped;3
shipper;1
shippers;2
shipping;2
ships;98
shipyards;1
shirley;3
shirt;1
shirts;1
shock;1
shod;1
shoe;2
shoemaker;1
shoemakers;1
shoes;8
shoot;1
shop;5
shopkeepers--in;1
shops;3
shore;16
shores;20
short;15
short-lived;1
shortening;1
shorter;3
shot;14
should;203
shout;1
shouted;1
shouting;3
shoved;2
shovels;2
show;4
showcards;1
showed;9
shower;1
showing;8
shown;11
shows;6
shrewd;1
shrink;1
shrubs;1
shuck;1
shut;25
shutting;1
sic;1
sickles;1
sickness;1
side;30
sided;1
sides;17
sidewalk;2
siege;8
sierras;1
sight;7
sighted;2
sights;1
sign;4
signal;9
signature;2
signed;20
signed1;1
significance;2
signs;6
silas;4
silence;1
silent;2
silk;2
silks;2
silver;106
silver-producing;1
silver-purchase;3
similar;5
simon;2
simplest;1
sin;1
since;53
sing;1
singer;1
single;3
single-track;1
sinking;2
sioux;2
sir;33
sirius;2
sister;2
sister-in-law;1
sisters;1
sit;5
site;22
sites;1
sitting;6
situation;8
six;67
six-mile;1
sixteen;10
sixteenth;3
sixth;6
sixtieth;1
sixty;6
sixty-five;1
sixty-four;2
sixty-six;1
sixty-two;1
size;5
skill;4
skilled;1
skillful;2
skin;1
skinning;1
skins;4
skirted;1
